"","V1","V2","V3","V4","V5"
"1",0.0114420748990912,0.00180713450619721,0.00145512989875752,0.0159111230461718,0.0554137208200458
"2",0.0054595754398146,0.0037726771749618,0.0455531884018339,0.00215196545422949,0.0125409121847268
"3",0.00536645072802914,0.0100864029542183,0.0047205225516566,0.0312482538915254,0.00157838760167116
"4",0.0133017342674941,0.0370558088224108,0.0152223760705068,0.142434664424108,0.00492128333805777
"5",0.00793044525714478,0.651460358797453,0.104904531762747,0.0282170932247475,0.0147822255172078
"6",0.30906104407028,0.00781391167575036,0.00824702894700253,0.0320005083777175,0.0147573314377263
"7",0.00238434226715926,0.0253677953918049,0.0182635641534519,0.0404819371540249,0.0203354774339752
"8",0.0537441385008836,0.00405524971449281,0.000353135044604113,0.450465272737903,0.0156729218003324
"9",0.0154962572675719,0.0138415711622769,0.641304577921956,0.102501797362324,0.370577949233988
"10",0.00714547354831193,0.0091551379114339,0.00104155383148609,0.0115777787403253,0.00747858027623328
"11",0.0025230579797264,0.0898168812098964,0.0147967928840326,0.0510956522642514,0.000189141293656888
"12",0.0257896899788017,0.00482960206958996,0.0142415618774616,0.00769967496628581,0.00210409681179632
"13",0.00869366347891774,0.0246580731767366,0.0216638586795125,0.00726912204426561,0.000543533076136296
"14",0.0127470798329006,0.00477585502961993,0.0168399065170346,0.00122972890884206,0.0044361924223053
"15",0.00572553449294799,0.0346398950888831,0.00460608147348935,0.0137793091156315,0.0133733356069498
"16",0.00526979148160723,0.000648967771209672,0.0371114052280858,0.00901720558844107,0.00311140341285666
"17",0.131306116701195,0.048142910202797,0.00297212028317822,0.011987267074359,0.0118125416689363
"18",0.342964222667147,0.0146666669262644,0.00878685237487297,0.0101746956510206,0.0113736633831689
"19",0.000868418248327389,0.00880297575455946,0.0154636501994104,0.0263130237669208,0.0137180542993118
"20",0.0327808888926482,0.00460212465944337,0.0224521618989197,0.00444392620690441,0.421279248380917
