"","x"
"1",8
"2",10
"3",4
"4",2
"5",1
"6",5
"7",3
"8",5
"9",6
"10",8
"11",2
"12",6
"13",11
"14",2
"15",4
"16",6
"17",7
"18",4
"19",9
"20",1
"21",8
"22",4
"23",5
"24",5
"25",1
"26",11
"27",5
"28",11
"29",9
"30",8
"31",6
"32",2
"33",5
"34",6
"35",7
"36",2
"37",11
"38",11
"39",10
"40",11
"41",7
"42",3
"43",3
"44",7
"45",2
"46",10
"47",8
"48",8
"49",6
"50",4
"51",6
"52",2
"53",5
"54",9
"55",2
"56",4
"57",1
"58",8
"59",5
"60",8
"61",9
"62",4
"63",7
"64",5
"65",3
"66",9
"67",4
"68",3
"69",1
"70",8
"71",10
"72",1
"73",4
"74",8
"75",2
"76",10
"77",1
"78",7
"79",2
"80",2
"81",8
"82",5
"83",11
"84",9
"85",5
"86",4
"87",10
"88",10
"89",8
"90",5
"91",8
"92",10
"93",11
"94",5
"95",1
"96",7
"97",2
"98",1
"99",11
"100",10
"101",8
"102",9
"103",5
"104",11
"105",8
"106",5
"107",2
"108",3
"109",6
"110",3
"111",4
"112",9
"113",3
"114",9
"115",2
"116",3
"117",9
"118",11
"119",6
"120",1
"121",3
"122",10
"123",1
"124",8
"125",10
"126",1
"127",10
"128",3
"129",4
"130",1
"131",9
"132",11
"133",1
"134",5
"135",9
"136",1
"137",5
"138",2
"139",10
"140",6
"141",1
"142",8
"143",6
"144",1
"145",1
"146",6
"147",4
"148",9
"149",10
"150",10
"151",2
"152",4
"153",11
"154",9
"155",9
"156",10
"157",11
"158",5
"159",10
"160",10
"161",6
"162",4
"163",4
"164",4
"165",9
"166",1
"167",6
"168",8
"169",7
"170",6
"171",4
"172",6
"173",1
"174",9
"175",3
"176",5
"177",1
"178",7
"179",3
"180",3
"181",2
"182",9
"183",7
"184",8
"185",9
"186",6
"187",2
"188",10
"189",3
"190",1
"191",2
"192",8
"193",6
"194",7
"195",10
"196",10
"197",2
"198",4
"199",7
"200",11
