"","x"
"1",3
"2",7
"3",4
"4",7
"5",3
"6",7
"7",1
"8",6
"9",5
"10",5
"11",7
"12",6
"13",4
"14",4
"15",4
"16",2
"17",4
"18",3
"19",6
"20",7
"21",7
"22",7
"23",2
"24",1
"25",1
"26",6
"27",7
"28",4
"29",5
"30",1
"31",7
"32",1
"33",1
"34",7
"35",6
"36",6
"37",5
"38",6
"39",4
"40",3
"41",5
"42",7
"43",4
"44",1
"45",3
"46",2
"47",6
"48",6
"49",5
"50",5
"51",4
"52",1
"53",2
"54",2
"55",2
"56",3
"57",3
"58",6
"59",5
"60",2
"61",4
"62",3
"63",2
"64",6
"65",6
"66",3
"67",2
"68",2
"69",2
"70",2
"71",7
"72",4
"73",2
"74",2
"75",7
"76",7
"77",4
"78",1
"79",1
"80",6
"81",2
"82",3
"83",4
"84",1
"85",7
"86",6
"87",6
"88",5
"89",7
"90",4
"91",5
"92",4
"93",2
"94",6
"95",6
"96",6
"97",4
"98",4
"99",6
"100",1
"101",2
"102",3
"103",7
"104",4
"105",4
"106",5
"107",4
"108",6
"109",2
"110",6
"111",2
"112",6
"113",4
"114",5
"115",2
"116",7
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",4
"124",4
"125",2
"126",1
"127",5
"128",4
"129",1
"130",4
"131",3
"132",6
"133",5
"134",3
"135",5
"136",6
"137",2
"138",1
"139",3
"140",3
"141",1
"142",5
"143",1
"144",6
"145",5
"146",3
"147",3
"148",5
"149",2
"150",2
"151",7
"152",2
"153",4
"154",4
"155",3
"156",6
"157",5
"158",5
"159",6
"160",5
"161",4
"162",6
"163",6
"164",3
"165",1
"166",3
"167",1
"168",5
"169",6
"170",6
"171",6
"172",6
"173",2
"174",2
"175",7
"176",6
"177",1
"178",6
"179",5
"180",1
"181",7
"182",7
"183",3
"184",5
"185",5
"186",2
"187",3
"188",7
"189",3
"190",7
"191",5
"192",4
"193",6
"194",4
"195",3
"196",1
"197",7
"198",3
"199",4
"200",4
