"","x"
"1",8
"2",5
"3",9
"4",1
"5",10
"6",1
"7",10
"8",11
"9",8
"10",8
"11",2
"12",8
"13",11
"14",5
"15",4
"16",8
"17",10
"18",4
"19",9
"20",4
"21",11
"22",5
"23",4
"24",5
"25",9
"26",11
"27",5
"28",1
"29",8
"30",9
"31",11
"32",4
"33",5
"34",5
"35",3
"36",1
"37",11
"38",6
"39",10
"40",4
"41",7
"42",3
"43",3
"44",7
"45",8
"46",10
"47",8
"48",8
"49",3
"50",3
"51",6
"52",9
"53",8
"54",9
"55",6
"56",9
"57",6
"58",9
"59",4
"60",8
"61",9
"62",3
"63",7
"64",7
"65",3
"66",9
"67",4
"68",3
"69",1
"70",8
"71",10
"72",2
"73",8
"74",7
"75",2
"76",10
"77",1
"78",7
"79",2
"80",6
"81",6
"82",5
"83",11
"84",11
"85",5
"86",4
"87",9
"88",10
"89",8
"90",5
"91",8
"92",7
"93",2
"94",4
"95",1
"96",3
"97",2
"98",1
"99",11
"100",8
"101",7
"102",8
"103",7
"104",2
"105",8
"106",7
"107",6
"108",11
"109",2
"110",8
"111",5
"112",11
"113",4
"114",10
"115",2
"116",3
"117",8
"118",11
"119",7
"120",6
"121",5
"122",2
"123",4
"124",11
"125",9
"126",1
"127",10
"128",9
"129",8
"130",6
"131",5
"132",3
"133",7
"134",1
"135",7
"136",5
"137",2
"138",5
"139",11
"140",6
"141",7
"142",9
"143",7
"144",3
"145",4
"146",6
"147",8
"148",2
"149",4
"150",5
"151",2
"152",7
"153",4
"154",9
"155",10
"156",10
"157",1
"158",3
"159",2
"160",10
"161",6
"162",5
"163",9
"164",4
"165",8
"166",5
"167",9
"168",8
"169",7
"170",7
"171",4
"172",2
"173",3
"174",7
"175",3
"176",8
"177",4
"178",2
"179",3
"180",3
"181",3
"182",9
"183",7
"184",10
"185",2
"186",8
"187",11
"188",10
"189",2
"190",1
"191",2
"192",8
"193",4
"194",2
"195",10
"196",10
"197",1
"198",6
"199",10
"200",10
