"","x"
"1",8
"2",5
"3",4
"4",7
"5",4
"6",9
"7",8
"8",2
"9",7
"10",8
"11",2
"12",5
"13",11
"14",2
"15",8
"16",4
"17",4
"18",4
"19",9
"20",11
"21",9
"22",2
"23",6
"24",6
"25",5
"26",11
"27",5
"28",11
"29",8
"30",9
"31",11
"32",1
"33",5
"34",7
"35",1
"36",9
"37",11
"38",4
"39",10
"40",2
"41",9
"42",3
"43",3
"44",8
"45",3
"46",10
"47",8
"48",5
"49",6
"50",6
"51",3
"52",8
"53",2
"54",9
"55",4
"56",6
"57",9
"58",10
"59",8
"60",2
"61",9
"62",7
"63",7
"64",4
"65",6
"66",9
"67",4
"68",3
"69",1
"70",6
"71",10
"72",1
"73",2
"74",5
"75",2
"76",6
"77",1
"78",7
"79",2
"80",5
"81",5
"82",5
"83",11
"84",6
"85",5
"86",4
"87",10
"88",2
"89",10
"90",5
"91",8
"92",7
"93",9
"94",11
"95",11
"96",8
"97",2
"98",1
"99",11
"100",1
"101",9
"102",9
"103",3
"104",4
"105",8
"106",9
"107",8
"108",5
"109",4
"110",1
"111",4
"112",2
"113",11
"114",5
"115",2
"116",6
"117",5
"118",11
"119",3
"120",3
"121",3
"122",2
"123",8
"124",9
"125",5
"126",1
"127",8
"128",10
"129",7
"130",8
"131",10
"132",7
"133",6
"134",4
"135",6
"136",11
"137",5
"138",7
"139",11
"140",6
"141",5
"142",9
"143",4
"144",11
"145",11
"146",6
"147",5
"148",2
"149",8
"150",4
"151",1
"152",1
"153",3
"154",9
"155",10
"156",10
"157",11
"158",8
"159",6
"160",10
"161",6
"162",10
"163",5
"164",11
"165",4
"166",3
"167",6
"168",8
"169",7
"170",11
"171",4
"172",4
"173",3
"174",1
"175",3
"176",1
"177",10
"178",2
"179",3
"180",3
"181",2
"182",9
"183",7
"184",6
"185",7
"186",2
"187",9
"188",10
"189",2
"190",1
"191",2
"192",8
"193",4
"194",9
"195",2
"196",10
"197",11
"198",11
"199",5
"200",7
