"","V1","V2","V3","V4","V5"
"1",0.00557174508120215,0.00796641250513487,0.0140411544586361,0.00314330722140616,0.0308651584093133
"2",0.00609147734335367,0.00787707043311982,0.00450066749867083,0.019970042475967,0.00878185965854482
"3",0.0377519201897151,0.00355857914313775,0.0167437775757346,0.00158490756371402,0.00460114709945093
"4",0.0479819899812921,0.0708213033279986,0.0173393042197016,0.214698815116503,0.0025583893482456
"5",0.000305927532371533,0.667338709682886,0.0909146564365186,0.00672582615694359,0.00103433140702735
"6",0.29967078077517,0.00691253464378909,0.00658276666520072,0.0180461875588087,0.123983864754435
"7",0.00306382386895104,0.0125335759503391,0.00645943356633486,0.0418073034155132,0.00162351985497409
"8",0.0129107923191147,0.0115293430658265,0.0247086489959412,0.407965163211389,0.040742032892681
"9",0.00329385332993443,0.0046339928769551,0.668275530522886,0.0777451014162213,0.352875219878094
"10",0.00141827202547928,0.0039590475957256,0.0275518497069155,0.0166523930732998,0.00958922601990788
"11",0.0111669965178196,0.0673006889415559,0.0166422810865954,0.0651743828828087,0.00680922592347901
"12",0.00753430623197432,0.00804245265347322,0.00588550102656313,0.0102950960660021,0.0072514387420596
"13",0.0261547020436447,0.00717287861872691,0.0151200689453228,0.00393749387523301,0.0101814929624779
"14",0.0109189607620141,0.00310476434061118,0.00177727170203344,0.0495660712046972,0.00167846070578937
"15",0.00272635012537514,0.00879166188346165,0.00687291843820776,0.00328560346778714,0.0222934640086096
"16",0.00985842453618067,0.0104029281111054,0.00956913043099677,0.0169422267845245,0.00467292003735619
"17",0.0577484264596236,0.0557904333937259,0.0255739326361278,0.0171718027159174,0.0193295321673058
"18",0.44772803031972,0.0162942092987268,0.0367745784561141,0.00675553599251292,0.0303450451454528
"19",0.00197278904963175,0.0133198049468668,0.00131322961060225,0.00626150139947538,0.00506776116250602
"20",0.00613043150743207,0.0126496085868334,0.00335329802089631,0.0122712384012759,0.315715909822289
