"","x"
"1",8
"2",7
"3",11
"4",4
"5",10
"6",7
"7",8
"8",9
"9",6
"10",9
"11",2
"12",4
"13",11
"14",10
"15",6
"16",3
"17",3
"18",4
"19",9
"20",1
"21",3
"22",8
"23",9
"24",6
"25",8
"26",11
"27",5
"28",4
"29",2
"30",3
"31",9
"32",11
"33",5
"34",1
"35",1
"36",4
"37",11
"38",9
"39",3
"40",7
"41",10
"42",8
"43",3
"44",11
"45",7
"46",10
"47",8
"48",7
"49",9
"50",9
"51",2
"52",5
"53",8
"54",9
"55",4
"56",7
"57",6
"58",7
"59",9
"60",6
"61",9
"62",3
"63",7
"64",11
"65",11
"66",9
"67",4
"68",3
"69",1
"70",9
"71",10
"72",5
"73",7
"74",11
"75",2
"76",5
"77",2
"78",7
"79",5
"80",11
"81",8
"82",5
"83",11
"84",11
"85",5
"86",4
"87",4
"88",5
"89",8
"90",5
"91",8
"92",5
"93",1
"94",6
"95",3
"96",6
"97",2
"98",1
"99",11
"100",1
"101",5
"102",6
"103",10
"104",8
"105",8
"106",6
"107",6
"108",4
"109",9
"110",4
"111",5
"112",2
"113",11
"114",4
"115",2
"116",11
"117",9
"118",11
"119",8
"120",2
"121",7
"122",10
"123",7
"124",2
"125",11
"126",1
"127",8
"128",3
"129",4
"130",8
"131",1
"132",6
"133",9
"134",9
"135",5
"136",10
"137",9
"138",10
"139",1
"140",6
"141",1
"142",2
"143",7
"144",1
"145",3
"146",6
"147",5
"148",2
"149",7
"150",9
"151",6
"152",4
"153",11
"154",9
"155",7
"156",10
"157",5
"158",2
"159",9
"160",10
"161",6
"162",2
"163",9
"164",2
"165",3
"166",2
"167",2
"168",8
"169",7
"170",1
"171",4
"172",6
"173",5
"174",1
"175",3
"176",3
"177",8
"178",11
"179",3
"180",3
"181",2
"182",9
"183",7
"184",7
"185",6
"186",5
"187",11
"188",10
"189",11
"190",1
"191",2
"192",8
"193",3
"194",9
"195",4
"196",7
"197",11
"198",5
"199",7
"200",5
