"","x"
"1",8
"2",5
"3",1
"4",9
"5",7
"6",8
"7",5
"8",8
"9",2
"10",8
"11",2
"12",2
"13",11
"14",1
"15",8
"16",2
"17",8
"18",4
"19",9
"20",2
"21",7
"22",10
"23",2
"24",11
"25",5
"26",11
"27",5
"28",5
"29",3
"30",8
"31",2
"32",3
"33",5
"34",3
"35",11
"36",2
"37",11
"38",7
"39",2
"40",10
"41",1
"42",10
"43",3
"44",11
"45",9
"46",10
"47",8
"48",7
"49",9
"50",6
"51",2
"52",7
"53",5
"54",9
"55",10
"56",11
"57",6
"58",5
"59",1
"60",10
"61",9
"62",4
"63",7
"64",9
"65",1
"66",9
"67",4
"68",3
"69",1
"70",3
"71",10
"72",6
"73",10
"74",7
"75",2
"76",8
"77",9
"78",7
"79",8
"80",6
"81",11
"82",5
"83",11
"84",4
"85",5
"86",4
"87",6
"88",3
"89",4
"90",5
"91",8
"92",9
"93",5
"94",3
"95",6
"96",11
"97",2
"98",1
"99",11
"100",10
"101",10
"102",2
"103",7
"104",5
"105",8
"106",9
"107",7
"108",4
"109",2
"110",11
"111",4
"112",8
"113",10
"114",5
"115",2
"116",11
"117",9
"118",11
"119",9
"120",5
"121",9
"122",8
"123",2
"124",9
"125",7
"126",1
"127",11
"128",4
"129",8
"130",9
"131",11
"132",4
"133",9
"134",10
"135",4
"136",7
"137",10
"138",10
"139",8
"140",6
"141",6
"142",8
"143",5
"144",8
"145",3
"146",6
"147",5
"148",3
"149",1
"150",8
"151",6
"152",3
"153",6
"154",9
"155",1
"156",10
"157",6
"158",6
"159",3
"160",10
"161",6
"162",9
"163",2
"164",5
"165",10
"166",11
"167",11
"168",8
"169",7
"170",2
"171",4
"172",4
"173",1
"174",8
"175",3
"176",5
"177",4
"178",1
"179",3
"180",3
"181",3
"182",9
"183",7
"184",3
"185",1
"186",11
"187",6
"188",10
"189",2
"190",1
"191",2
"192",8
"193",2
"194",5
"195",3
"196",10
"197",7
"198",2
"199",4
"200",8
