"","x"
"1",4
"2",7
"3",6
"4",7
"5",3
"6",5
"7",1
"8",6
"9",2
"10",1
"11",6
"12",5
"13",4
"14",7
"15",4
"16",6
"17",1
"18",4
"19",6
"20",2
"21",7
"22",7
"23",3
"24",2
"25",1
"26",4
"27",2
"28",6
"29",5
"30",1
"31",1
"32",1
"33",1
"34",7
"35",6
"36",3
"37",3
"38",6
"39",4
"40",3
"41",6
"42",6
"43",6
"44",4
"45",1
"46",1
"47",6
"48",6
"49",5
"50",6
"51",4
"52",5
"53",4
"54",3
"55",6
"56",5
"57",3
"58",4
"59",1
"60",1
"61",4
"62",6
"63",4
"64",5
"65",6
"66",3
"67",2
"68",2
"69",7
"70",7
"71",2
"72",4
"73",2
"74",6
"75",4
"76",7
"77",6
"78",1
"79",1
"80",6
"81",5
"82",3
"83",3
"84",1
"85",6
"86",2
"87",6
"88",5
"89",4
"90",1
"91",7
"92",4
"93",7
"94",1
"95",6
"96",7
"97",3
"98",7
"99",6
"100",3
"101",2
"102",3
"103",3
"104",4
"105",2
"106",1
"107",3
"108",6
"109",2
"110",6
"111",3
"112",6
"113",3
"114",5
"115",7
"116",7
"117",1
"118",3
"119",4
"120",7
"121",6
"122",7
"123",7
"124",6
"125",7
"126",1
"127",7
"128",5
"129",2
"130",4
"131",6
"132",5
"133",4
"134",1
"135",4
"136",5
"137",5
"138",1
"139",4
"140",4
"141",1
"142",6
"143",1
"144",6
"145",3
"146",6
"147",6
"148",5
"149",6
"150",2
"151",7
"152",2
"153",6
"154",4
"155",6
"156",6
"157",3
"158",5
"159",6
"160",5
"161",2
"162",6
"163",4
"164",3
"165",4
"166",6
"167",1
"168",1
"169",3
"170",1
"171",2
"172",3
"173",6
"174",1
"175",2
"176",7
"177",1
"178",5
"179",5
"180",2
"181",6
"182",4
"183",3
"184",5
"185",5
"186",2
"187",5
"188",7
"189",4
"190",4
"191",4
"192",6
"193",6
"194",4
"195",3
"196",5
"197",1
"198",3
"199",4
"200",4
