"","x"
"1",8
"2",11
"3",7
"4",10
"5",2
"6",5
"7",10
"8",5
"9",10
"10",8
"11",2
"12",1
"13",11
"14",3
"15",2
"16",5
"17",3
"18",4
"19",9
"20",7
"21",8
"22",7
"23",6
"24",10
"25",8
"26",11
"27",5
"28",7
"29",11
"30",3
"31",4
"32",8
"33",5
"34",11
"35",8
"36",8
"37",11
"38",1
"39",2
"40",10
"41",8
"42",3
"43",3
"44",1
"45",4
"46",10
"47",8
"48",8
"49",4
"50",11
"51",2
"52",2
"53",5
"54",9
"55",1
"56",11
"57",2
"58",3
"59",1
"60",10
"61",9
"62",6
"63",7
"64",3
"65",7
"66",9
"67",4
"68",3
"69",1
"70",4
"71",10
"72",2
"73",10
"74",8
"75",2
"76",11
"77",11
"78",7
"79",4
"80",8
"81",4
"82",5
"83",11
"84",11
"85",5
"86",4
"87",10
"88",5
"89",2
"90",5
"91",8
"92",4
"93",10
"94",5
"95",9
"96",1
"97",2
"98",1
"99",11
"100",4
"101",3
"102",4
"103",9
"104",11
"105",8
"106",6
"107",4
"108",3
"109",3
"110",2
"111",6
"112",11
"113",2
"114",7
"115",2
"116",6
"117",5
"118",11
"119",7
"120",9
"121",8
"122",4
"123",4
"124",9
"125",3
"126",1
"127",4
"128",8
"129",3
"130",9
"131",4
"132",2
"133",9
"134",11
"135",8
"136",2
"137",1
"138",4
"139",11
"140",6
"141",2
"142",11
"143",1
"144",5
"145",4
"146",6
"147",9
"148",8
"149",10
"150",8
"151",6
"152",9
"153",7
"154",9
"155",7
"156",10
"157",3
"158",1
"159",7
"160",10
"161",6
"162",7
"163",6
"164",10
"165",3
"166",3
"167",1
"168",8
"169",7
"170",7
"171",4
"172",9
"173",9
"174",11
"175",3
"176",7
"177",10
"178",8
"179",3
"180",3
"181",3
"182",9
"183",7
"184",9
"185",6
"186",3
"187",2
"188",10
"189",2
"190",1
"191",2
"192",8
"193",5
"194",10
"195",5
"196",5
"197",11
"198",7
"199",7
"200",9
