"","x"
"1",4
"2",7
"3",7
"4",4
"5",3
"6",5
"7",7
"8",6
"9",7
"10",5
"11",7
"12",2
"13",4
"14",5
"15",1
"16",6
"17",6
"18",2
"19",6
"20",5
"21",1
"22",7
"23",4
"24",3
"25",1
"26",5
"27",3
"28",3
"29",7
"30",1
"31",4
"32",1
"33",1
"34",7
"35",4
"36",5
"37",6
"38",6
"39",4
"40",3
"41",3
"42",6
"43",1
"44",1
"45",6
"46",2
"47",6
"48",6
"49",7
"50",1
"51",4
"52",6
"53",2
"54",4
"55",1
"56",6
"57",3
"58",5
"59",6
"60",6
"61",3
"62",3
"63",2
"64",6
"65",6
"66",3
"67",3
"68",2
"69",1
"70",6
"71",7
"72",4
"73",2
"74",7
"75",2
"76",4
"77",5
"78",1
"79",1
"80",1
"81",4
"82",6
"83",6
"84",1
"85",3
"86",4
"87",6
"88",5
"89",3
"90",2
"91",3
"92",4
"93",1
"94",7
"95",6
"96",6
"97",7
"98",6
"99",7
"100",5
"101",6
"102",7
"103",2
"104",4
"105",6
"106",2
"107",4
"108",4
"109",2
"110",6
"111",1
"112",6
"113",6
"114",5
"115",3
"116",2
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",5
"124",1
"125",3
"126",5
"127",3
"128",6
"129",2
"130",4
"131",5
"132",6
"133",6
"134",1
"135",3
"136",5
"137",2
"138",1
"139",2
"140",7
"141",1
"142",6
"143",1
"144",6
"145",2
"146",1
"147",7
"148",4
"149",7
"150",2
"151",3
"152",2
"153",6
"154",4
"155",6
"156",6
"157",5
"158",5
"159",6
"160",5
"161",5
"162",3
"163",1
"164",3
"165",1
"166",7
"167",1
"168",5
"169",5
"170",5
"171",2
"172",6
"173",7
"174",4
"175",7
"176",5
"177",1
"178",1
"179",5
"180",2
"181",7
"182",6
"183",3
"184",5
"185",5
"186",4
"187",6
"188",7
"189",1
"190",6
"191",1
"192",2
"193",6
"194",4
"195",3
"196",3
"197",5
"198",3
"199",4
"200",4
