"","x"
"1",5
"2",7
"3",3
"4",7
"5",3
"6",3
"7",5
"8",6
"9",2
"10",7
"11",7
"12",1
"13",4
"14",1
"15",7
"16",7
"17",6
"18",5
"19",6
"20",5
"21",2
"22",7
"23",1
"24",5
"25",1
"26",7
"27",2
"28",5
"29",7
"30",5
"31",7
"32",1
"33",1
"34",7
"35",4
"36",6
"37",2
"38",6
"39",4
"40",3
"41",6
"42",4
"43",4
"44",1
"45",7
"46",5
"47",2
"48",6
"49",5
"50",2
"51",4
"52",6
"53",6
"54",6
"55",5
"56",1
"57",3
"58",5
"59",7
"60",1
"61",6
"62",2
"63",7
"64",3
"65",6
"66",3
"67",2
"68",2
"69",5
"70",3
"71",5
"72",4
"73",2
"74",2
"75",7
"76",1
"77",1
"78",1
"79",1
"80",5
"81",4
"82",3
"83",3
"84",1
"85",1
"86",2
"87",6
"88",5
"89",2
"90",1
"91",2
"92",4
"93",7
"94",7
"95",6
"96",3
"97",5
"98",2
"99",6
"100",4
"101",4
"102",5
"103",5
"104",4
"105",5
"106",7
"107",3
"108",3
"109",2
"110",6
"111",7
"112",6
"113",1
"114",5
"115",7
"116",6
"117",1
"118",3
"119",4
"120",7
"121",6
"122",2
"123",6
"124",4
"125",3
"126",1
"127",7
"128",4
"129",7
"130",4
"131",3
"132",3
"133",7
"134",6
"135",3
"136",2
"137",5
"138",1
"139",7
"140",1
"141",1
"142",6
"143",1
"144",6
"145",1
"146",3
"147",3
"148",7
"149",1
"150",2
"151",2
"152",2
"153",2
"154",4
"155",6
"156",6
"157",4
"158",5
"159",6
"160",5
"161",2
"162",4
"163",5
"164",3
"165",1
"166",4
"167",1
"168",3
"169",2
"170",4
"171",6
"172",3
"173",3
"174",4
"175",1
"176",7
"177",1
"178",6
"179",7
"180",2
"181",5
"182",6
"183",3
"184",5
"185",5
"186",3
"187",7
"188",7
"189",5
"190",7
"191",2
"192",2
"193",6
"194",4
"195",3
"196",2
"197",1
"198",3
"199",4
"200",4
