"","x"
"1",2
"2",7
"3",6
"4",5
"5",3
"6",3
"7",3
"8",6
"9",3
"10",4
"11",7
"12",7
"13",4
"14",2
"15",7
"16",1
"17",5
"18",5
"19",6
"20",4
"21",3
"22",7
"23",3
"24",6
"25",1
"26",4
"27",4
"28",3
"29",7
"30",3
"31",3
"32",1
"33",1
"34",7
"35",1
"36",1
"37",1
"38",6
"39",4
"40",3
"41",7
"42",1
"43",1
"44",6
"45",4
"46",2
"47",2
"48",6
"49",3
"50",4
"51",4
"52",5
"53",5
"54",5
"55",6
"56",2
"57",4
"58",7
"59",6
"60",3
"61",1
"62",5
"63",4
"64",1
"65",6
"66",3
"67",2
"68",2
"69",4
"70",5
"71",4
"72",4
"73",2
"74",5
"75",2
"76",2
"77",3
"78",1
"79",1
"80",6
"81",4
"82",6
"83",1
"84",1
"85",6
"86",3
"87",6
"88",5
"89",1
"90",7
"91",2
"92",4
"93",6
"94",7
"95",6
"96",6
"97",2
"98",1
"99",6
"100",7
"101",4
"102",4
"103",7
"104",4
"105",1
"106",6
"107",1
"108",3
"109",2
"110",6
"111",7
"112",6
"113",7
"114",5
"115",6
"116",5
"117",1
"118",3
"119",4
"120",7
"121",6
"122",3
"123",1
"124",2
"125",2
"126",2
"127",5
"128",3
"129",3
"130",4
"131",1
"132",1
"133",5
"134",7
"135",2
"136",3
"137",3
"138",1
"139",3
"140",1
"141",1
"142",6
"143",1
"144",6
"145",6
"146",5
"147",3
"148",1
"149",5
"150",2
"151",3
"152",2
"153",4
"154",4
"155",4
"156",6
"157",3
"158",5
"159",6
"160",5
"161",2
"162",2
"163",3
"164",3
"165",3
"166",6
"167",1
"168",5
"169",3
"170",6
"171",7
"172",6
"173",4
"174",7
"175",2
"176",1
"177",2
"178",5
"179",7
"180",4
"181",2
"182",3
"183",3
"184",5
"185",5
"186",3
"187",1
"188",7
"189",7
"190",5
"191",2
"192",6
"193",6
"194",4
"195",3
"196",1
"197",2
"198",3
"199",4
"200",4
