"","x"
"1",8
"2",3
"3",7
"4",5
"5",7
"6",1
"7",9
"8",1
"9",9
"10",8
"11",2
"12",4
"13",11
"14",5
"15",4
"16",3
"17",3
"18",4
"19",9
"20",5
"21",8
"22",9
"23",10
"24",1
"25",4
"26",11
"27",5
"28",7
"29",10
"30",4
"31",11
"32",8
"33",5
"34",1
"35",7
"36",4
"37",11
"38",5
"39",11
"40",3
"41",10
"42",10
"43",3
"44",4
"45",5
"46",10
"47",8
"48",4
"49",3
"50",3
"51",3
"52",10
"53",6
"54",9
"55",4
"56",11
"57",2
"58",3
"59",6
"60",6
"61",9
"62",4
"63",7
"64",1
"65",9
"66",9
"67",4
"68",3
"69",1
"70",6
"71",10
"72",9
"73",9
"74",1
"75",2
"76",1
"77",3
"78",7
"79",9
"80",8
"81",10
"82",5
"83",11
"84",9
"85",5
"86",4
"87",3
"88",9
"89",1
"90",5
"91",8
"92",9
"93",7
"94",6
"95",4
"96",3
"97",2
"98",1
"99",11
"100",4
"101",4
"102",8
"103",8
"104",5
"105",8
"106",10
"107",5
"108",2
"109",4
"110",3
"111",4
"112",6
"113",11
"114",6
"115",2
"116",4
"117",10
"118",11
"119",3
"120",11
"121",8
"122",8
"123",3
"124",7
"125",7
"126",1
"127",7
"128",11
"129",9
"130",6
"131",4
"132",3
"133",9
"134",7
"135",8
"136",11
"137",3
"138",7
"139",8
"140",6
"141",7
"142",7
"143",10
"144",5
"145",11
"146",6
"147",4
"148",1
"149",7
"150",4
"151",6
"152",2
"153",3
"154",9
"155",5
"156",10
"157",5
"158",9
"159",5
"160",10
"161",6
"162",7
"163",9
"164",7
"165",5
"166",3
"167",11
"168",8
"169",7
"170",4
"171",4
"172",1
"173",9
"174",11
"175",3
"176",11
"177",3
"178",8
"179",3
"180",3
"181",8
"182",9
"183",7
"184",2
"185",4
"186",9
"187",1
"188",10
"189",5
"190",1
"191",2
"192",8
"193",6
"194",3
"195",7
"196",11
"197",6
"198",1
"199",4
"200",6
