"","x"
"1",7
"2",7
"3",6
"4",4
"5",3
"6",2
"7",2
"8",6
"9",2
"10",4
"11",7
"12",7
"13",4
"14",5
"15",2
"16",2
"17",5
"18",7
"19",6
"20",5
"21",4
"22",7
"23",6
"24",4
"25",1
"26",3
"27",1
"28",3
"29",3
"30",5
"31",3
"32",1
"33",1
"34",7
"35",5
"36",5
"37",5
"38",6
"39",4
"40",3
"41",5
"42",5
"43",6
"44",3
"45",1
"46",4
"47",4
"48",6
"49",6
"50",6
"51",4
"52",4
"53",4
"54",7
"55",2
"56",3
"57",6
"58",7
"59",6
"60",3
"61",3
"62",4
"63",2
"64",6
"65",6
"66",3
"67",2
"68",2
"69",6
"70",7
"71",1
"72",4
"73",2
"74",3
"75",4
"76",5
"77",4
"78",1
"79",1
"80",1
"81",6
"82",3
"83",4
"84",1
"85",2
"86",5
"87",6
"88",5
"89",7
"90",4
"91",4
"92",4
"93",2
"94",2
"95",6
"96",1
"97",4
"98",6
"99",6
"100",3
"101",3
"102",7
"103",4
"104",4
"105",6
"106",5
"107",3
"108",2
"109",2
"110",6
"111",3
"112",6
"113",5
"114",5
"115",5
"116",1
"117",1
"118",3
"119",4
"120",7
"121",6
"122",4
"123",2
"124",7
"125",5
"126",1
"127",3
"128",5
"129",6
"130",4
"131",2
"132",2
"133",1
"134",3
"135",1
"136",1
"137",7
"138",1
"139",7
"140",5
"141",1
"142",3
"143",1
"144",6
"145",7
"146",1
"147",4
"148",6
"149",5
"150",2
"151",7
"152",2
"153",2
"154",4
"155",4
"156",6
"157",5
"158",5
"159",6
"160",5
"161",2
"162",1
"163",4
"164",3
"165",7
"166",3
"167",1
"168",7
"169",2
"170",6
"171",5
"172",5
"173",2
"174",1
"175",7
"176",7
"177",2
"178",6
"179",3
"180",6
"181",4
"182",3
"183",3
"184",5
"185",5
"186",1
"187",1
"188",7
"189",6
"190",2
"191",7
"192",5
"193",6
"194",4
"195",3
"196",3
"197",4
"198",3
"199",4
"200",4
