"","x"
"1",8
"2",5
"3",1
"4",2
"5",3
"6",8
"7",7
"8",11
"9",6
"10",8
"11",2
"12",6
"13",11
"14",11
"15",1
"16",7
"17",3
"18",4
"19",9
"20",4
"21",6
"22",7
"23",5
"24",3
"25",10
"26",11
"27",5
"28",11
"29",11
"30",7
"31",9
"32",7
"33",5
"34",6
"35",8
"36",11
"37",11
"38",4
"39",1
"40",4
"41",7
"42",3
"43",3
"44",1
"45",2
"46",10
"47",8
"48",9
"49",2
"50",2
"51",4
"52",10
"53",1
"54",9
"55",9
"56",10
"57",7
"58",3
"59",3
"60",8
"61",9
"62",3
"63",7
"64",6
"65",6
"66",9
"67",4
"68",3
"69",1
"70",2
"71",10
"72",1
"73",8
"74",10
"75",2
"76",3
"77",1
"78",7
"79",11
"80",6
"81",7
"82",5
"83",11
"84",5
"85",5
"86",4
"87",6
"88",2
"89",9
"90",5
"91",8
"92",11
"93",10
"94",2
"95",10
"96",6
"97",2
"98",1
"99",11
"100",4
"101",8
"102",10
"103",5
"104",3
"105",8
"106",1
"107",10
"108",2
"109",10
"110",7
"111",4
"112",4
"113",7
"114",10
"115",2
"116",9
"117",7
"118",11
"119",1
"120",8
"121",4
"122",7
"123",10
"124",4
"125",6
"126",1
"127",5
"128",2
"129",5
"130",4
"131",8
"132",8
"133",2
"134",7
"135",3
"136",10
"137",1
"138",5
"139",10
"140",6
"141",8
"142",10
"143",7
"144",5
"145",1
"146",6
"147",11
"148",5
"149",10
"150",3
"151",2
"152",4
"153",7
"154",9
"155",11
"156",10
"157",3
"158",8
"159",2
"160",10
"161",6
"162",3
"163",2
"164",10
"165",2
"166",3
"167",2
"168",8
"169",7
"170",1
"171",4
"172",10
"173",2
"174",10
"175",3
"176",8
"177",11
"178",4
"179",3
"180",3
"181",3
"182",9
"183",7
"184",3
"185",6
"186",5
"187",3
"188",10
"189",4
"190",1
"191",2
"192",8
"193",1
"194",10
"195",8
"196",10
"197",7
"198",6
"199",2
"200",1
